Idade,Local de trabalho,Pontuação teste,Departmento,Distancia casa-trabalho,Educacao,Area,Possui carro,Subordinado,Satisfação com o ambiente no emprego atual,Genero,Horas voluntariado,Envolvimento com trabalho,Posicao,Cargo,Satisfação com emprego,Estado civil,Renda,Bonus de performance,Quantidade de empresas que trabalho,Maior de idade,Necessita de hora extra,Aumento de salario%,Performance na entrevista,Satisfação com a relação,Horas de trabalho padrão,Beneficios,Anos de experiencia,Horas de treinamento ultimo ano,Estilo de vida,Anos na última empresa,Anos na posição atual,Anos desde última promoção,Anos com a mesma gerência,Contratar
27,Misto,691,Engenharia,9,Superior completo,Medicina,1,218,4,M,57,3,1,Engenheiro,2,Divorciado,2024,5970,6,1,Não,18,3,4,80,1,6,1,1,2,2,2,2,Não
28,Misto,440,Engenharia,21,Superior completo,Medicina,1,221,3,M,42,3,1,Engenheiro,4,Casado,2713,6672,1,1,Não,11,3,3,80,1,5,2,1,5,2,0,2,Não
57,Escritório,334,Engenharia,24,Superior incompleto,Ciências das natureza,1,223,3,M,83,4,3,Analista,4,Divorciado,9439,23402,3,1,Sim,16,3,2,80,1,12,2,1,5,3,1,4,Não
27,Misto,1450,Engenharia,3,Superior completo,Medicina,1,224,3,M,79,2,1,Engenheiro,3,Divorciado,2566,25326,1,1,Sim,15,3,4,80,1,1,2,2,1,1,0,1,Não
50,Misto,1452,Engenharia,11,Superior completo,Ciências das natureza,1,226,3,F,53,3,5,Gerente,2,Solteiro,19926,17053,3,1,Não,15,3,2,80,0,21,5,3,5,4,4,4,Não
41,Misto,465,Engenharia,14,Superior completo,Ciências das natureza,1,227,1,M,56,3,1,Engenheiro,3,Divorciado,2451,4609,4,1,Não,12,3,1,80,1,13,2,3,9,8,1,8,Não
30,Misto,1339,Vendas,5,Superior completo,Ciências das natureza,1,228,2,F,41,3,3,Vendedo senior,4,Casado,9419,8053,2,1,Não,12,3,3,80,1,12,2,3,10,9,7,4,Não
38,Misto,702,Vendas,1,Superior incompleto - cursando,Ciências das natureza,1,230,1,F,59,2,2,Vendedo senior,4,Solteiro,8686,12930,4,1,Não,22,4,3,80,0,12,2,4,8,3,0,7,Não
32,Misto,120,Engenharia,6,Pós-gradução,Ciências das natureza,1,231,3,M,43,3,1,Engenheiro,3,Solteiro,3038,12430,3,1,Não,20,4,1,80,0,8,2,3,5,4,1,4,Não
27,Cliente,1157,Engenharia,17,Superior completo,Faculdade Técnica,1,233,3,M,51,3,1,Engenheiro,2,Casado,3058,13364,0,1,Sim,16,3,4,80,1,6,3,2,5,2,1,1,Não
36,Escritório,1480,Engenharia,3,Superior incompleto,Medicina,1,238,4,M,30,3,1,Tecnico,2,Solteiro,2088,15062,4,1,Não,12,3,3,80,0,13,3,2,8,7,7,2,Não
30,Misto,111,Engenharia,9,Superior completo,Medicina,1,239,3,M,66,3,2,Tecnico,1,Divorciado,3072,11012,1,1,Não,11,3,3,80,2,12,4,3,12,9,6,10,Não
45,Misto,1268,Vendas,4,Superior incompleto,Ciências das natureza,1,240,3,F,30,3,2,Vendedo senior,1,Divorciado,5006,6319,4,1,Sim,11,3,1,80,1,9,3,4,5,4,0,3,Não
56,Misto,713,Engenharia,8,Superior completo,Ciências das natureza,1,241,3,F,67,3,1,Engenheiro,1,Divorciado,4257,13939,4,1,Sim,18,3,3,80,1,19,3,3,2,2,2,2,Não
33,Misto,134,Engenharia,2,Superior completo,Ciências das natureza,1,242,3,M,90,3,1,Engenheiro,4,Solteiro,2500,10515,0,1,Não,14,3,1,80,0,4,2,4,3,1,0,2,Não
46,Misto,526,Vendas,1,Superior incompleto,Marketing,1,244,2,F,92,3,3,Vendedo senior,1,Divorciado,10453,2137,1,1,Não,25,4,3,80,3,24,2,3,24,13,15,7,Não
38,Misto,1380,Engenharia,9,Superior incompleto,Ciências das natureza,1,245,3,F,75,3,1,Tecnico,4,Solteiro,2288,6319,1,1,Não,12,3,3,80,0,2,3,3,2,2,2,1,Não
31,Misto,140,Engenharia,12,Médio completo,Medicina,1,246,3,F,95,3,1,Engenheiro,4,Casado,3929,6984,8,1,Sim,23,4,3,80,1,7,0,3,4,2,0,2,Não
34,Misto,629,Engenharia,27,Superior incompleto,Medicina,1,247,4,F,95,3,1,Engenheiro,2,Solteiro,2311,5711,2,1,Não,15,3,4,80,0,9,3,3,3,2,1,2,Não
50,Misto,328,Engenharia,1,Superior completo,Medicina,1,249,3,M,86,2,1,Tecnico,3,Casado,3690,3425,2,1,Não,15,3,4,80,1,5,2,2,3,2,0,2,Não
53,Misto,1084,Engenharia,13,Superior incompleto,Medicina,1,250,4,F,57,4,2,Supervisor,1,Divorciado,4450,26250,1,1,Não,11,3,3,80,2,5,3,3,4,2,1,3,Não
33,Misto,931,Engenharia,14,Superior completo,Medicina,1,252,4,F,72,3,1,Engenheiro,2,Casado,2756,4673,1,1,Não,13,3,4,80,1,8,5,3,8,7,1,6,Não
40,Misto,989,Engenharia,4,Médio completo,Medicina,1,253,4,F,46,3,5,Gerente,3,Casado,19033,6499,1,1,Não,14,3,2,80,1,21,2,3,20,8,9,9,Não
55,Cliente,692,Engenharia,14,Superior incompleto - cursando,Medicina,1,254,3,M,61,4,5,Diretor,2,Solteiro,18722,13339,8,1,Não,11,3,4,80,0,36,3,3,24,15,2,15,Não
34,Misto,1069,Engenharia,2,Médio completo,Ciências das natureza,1,256,4,M,45,2,2,Supervisor,3,Casado,9547,14074,1,1,Não,17,3,3,80,0,10,2,2,10,9,1,9,Não
51,Misto,313,Engenharia,3,Superior completo,Medicina,1,258,4,F,98,3,4,Analista,2,Solteiro,13734,7192,3,1,Não,18,3,3,80,0,21,6,3,7,7,1,0,Não
52,Misto,699,Engenharia,1,Superior incompleto - cursando,Ciências das natureza,1,259,3,M,65,2,5,Gerente,3,Casado,19999,5678,0,1,Não,14,3,1,80,1,34,5,3,33,18,11,9,Não
27,Escritório,894,Engenharia,9,Superior completo,Medicina,1,260,4,F,99,3,1,Engenheiro,2,Solteiro,2279,11781,1,1,Não,16,3,4,80,0,7,2,2,7,7,0,3,Não
43,Escritório,1344,Engenharia,7,Superior completo,Medicina,1,262,4,M,37,4,1,Engenheiro,4,Divorciado,2089,5228,4,1,Não,14,3,4,80,3,7,3,4,5,4,2,2,Não
45,Misto,1195,Engenharia,2,Superior incompleto,Medicina,1,264,1,M,65,2,4,Gerente,4,Casado,16792,20462,9,1,Não,23,4,4,80,1,22,1,3,20,8,11,8,Não
37,Cliente,290,Engenharia,21,Superior completo,Ciências das natureza,1,267,2,M,65,4,1,Engenheiro,1,Casado,3564,22977,1,1,Sim,12,3,1,80,1,8,3,2,8,7,1,7,Não
35,Escritório,138,Engenharia,2,Superior completo,Medicina,1,269,2,F,37,3,2,Tecnico,2,Solteiro,4425,15986,5,1,Não,11,3,4,80,0,10,5,3,6,2,1,2,Não
42,Misto,926,Engenharia,21,Superior incompleto,Medicina,1,270,3,F,36,3,2,Supervisor,3,Divorciado,5265,16439,2,1,Não,16,3,2,80,1,11,5,3,5,3,0,2,Não
38,Misto,1261,Engenharia,2,Superior incompleto - cursando,Ciências das natureza,1,271,4,M,88,3,2,Supervisor,3,Casado,6553,7259,9,1,Não,14,3,2,80,0,14,3,3,1,0,0,0,Não
38,Cliente,1084,Engenharia,29,Superior completo,Faculdade Técnica,1,273,4,M,54,3,2,Supervisor,4,Casado,6261,4185,3,1,Não,18,3,1,80,1,9,3,1,7,7,1,7,Não
27,Escritório,472,Engenharia,1,Médio completo,Faculdade Técnica,1,274,3,M,60,2,2,Supervisor,1,Casado,4298,9679,5,1,Não,19,3,3,80,1,6,1,3,2,2,2,0,Não
49,Cliente,1002,Engenharia,18,Superior incompleto - cursando,Ciências das natureza,1,275,4,M,92,3,2,Supervisor,4,Divorciado,6804,23793,1,1,Sim,15,3,1,80,2,7,0,3,7,7,1,7,Não
34,Misto,878,Engenharia,10,Superior incompleto - cursando,Medicina,1,277,4,M,43,3,1,Engenheiro,3,Divorciado,3815,5972,1,1,Sim,17,3,4,80,1,5,4,4,5,3,2,0,Não
40,Misto,905,Engenharia,19,Superior incompleto,Medicina,1,281,3,M,99,3,2,Tecnico,4,Casado,2741,16523,8,1,Sim,15,3,3,80,1,15,2,4,7,2,3,7,Não
22,Cliente,1136,Engenharia,5,Superior completo,Ciências das natureza,1,284,4,M,60,4,1,Engenheiro,2,Divorciado,2328,12392,1,1,Sim,16,3,1,80,1,4,2,2,4,2,2,2,Não
36,Escritório,635,Engenharia,18,Médio completo,Medicina,1,286,2,F,73,3,1,Tecnico,4,Solteiro,2153,7703,1,1,Não,13,3,1,80,0,8,2,3,8,1,1,7,Não
40,Misto,1151,Engenharia,9,Pós-gradução,Ciências das natureza,1,287,4,M,63,2,2,Analista,4,Casado,4876,14242,9,1,Não,14,3,4,80,1,5,5,1,3,2,0,2,Não
46,Escritório,644,Engenharia,1,Superior incompleto - cursando,Medicina,1,288,4,M,97,3,3,Analista,1,Divorciado,9396,12368,7,1,Não,16,3,3,80,1,17,3,3,4,2,0,3,Não
30,Cliente,829,Engenharia,1,Médio completo,Ciências das natureza,1,292,3,M,88,2,3,Supervisor,3,Solteiro,8474,20925,1,1,Não,22,4,3,80,0,12,2,3,11,8,5,8,Não
27,Misto,1242,Vendas,20,Superior completo,Ciências das natureza,1,293,4,F,90,3,2,Vendedo senior,3,Solteiro,9981,12916,1,1,Não,14,3,4,80,0,7,2,3,7,7,0,7,Não
51,Misto,1469,Engenharia,8,Superior incompleto - cursando,Ciências das natureza,1,296,2,M,81,2,3,Diretor,2,Casado,12490,15736,5,1,Não,16,3,4,80,2,16,5,1,10,9,4,7,Não
41,Escritório,896,Vendas,6,Superior completo,Ciências das natureza,1,298,4,F,75,3,3,Gerente,4,Solteiro,13591,14674,3,1,Sim,18,3,3,80,0,16,3,3,1,0,0,0,Não
45,Misto,1052,Vendas,6,Superior completo,Medicina,1,302,4,F,57,2,3,Vendedo senior,4,Solteiro,8865,16840,6,1,Não,12,3,4,80,0,23,2,3,19,7,12,8,Não
54,Misto,1147,Vendas,3,Superior completo,Marketing,1,303,4,F,52,3,2,Vendedo senior,1,Casado,5940,17011,2,1,Não,14,3,4,80,1,16,4,3,6,2,0,5,Não
36,Misto,1396,Engenharia,5,Superior incompleto,Ciências das natureza,1,304,4,M,62,3,2,Tecnico,2,Solteiro,5914,9945,8,1,Não,16,3,4,80,0,16,3,4,13,11,3,7,Não
33,Cliente,147,Engenharia,4,Superior incompleto - cursando,Medicina,1,305,3,F,47,2,1,Engenheiro,2,Casado,2622,13248,6,1,Não,21,4,4,80,0,7,3,3,3,2,1,1,Não
37,Misto,663,Engenharia,11,Superior completo,Outros,1,306,2,M,47,3,3,Diretor,4,Divorciado,12185,10056,1,1,Sim,14,3,3,80,3,10,1,3,10,8,0,7,Não
38,Escritório,119,Vendas,3,Superior completo,Ciências das natureza,1,307,1,M,76,3,3,Vendedo senior,3,Divorciado,10609,9647,0,1,Não,12,3,3,80,2,17,6,2,16,10,5,13,Não
31,Misto,979,Engenharia,1,Superior incompleto - cursando,Medicina,1,308,3,M,90,1,2,Supervisor,3,Casado,4345,4381,0,1,Não,12,3,4,80,1,6,2,3,5,4,1,4,Não
59,Cliente,142,Engenharia,3,Superior completo,Ciências das natureza,1,309,3,M,70,2,1,Engenheiro,4,Casado,2177,8456,3,1,Não,17,3,1,80,1,7,6,3,1,0,0,0,Não
37,Cliente,319,Vendas,4,Superior incompleto - cursando,Marketing,1,311,1,M,41,3,1,Vendedor junior,4,Divorciado,2793,2539,4,1,Não,17,3,3,80,1,13,2,3,9,8,5,8,Não
29,Cliente,1413,Vendas,1,Médio completo,Medicina,1,312,2,F,42,3,3,Vendedo senior,4,Casado,7918,6599,1,1,Não,14,3,4,80,1,11,5,3,11,10,4,1,Não
35,Misto,944,Vendas,1,Superior completo,Marketing,1,314,3,F,92,3,3,Vendedo senior,3,Solteiro,8789,9096,1,1,Não,14,3,1,80,0,10,3,4,10,7,0,8,Não
52,Misto,1323,Engenharia,2,Superior completo,Ciências das natureza,1,316,3,F,89,2,1,Tecnico,4,Solteiro,3212,3300,7,1,Não,15,3,2,80,0,6,3,2,2,2,2,2,Não
42,Misto,532,Engenharia,4,Superior incompleto,Faculdade Técnica,1,319,3,M,58,3,5,Gerente,4,Casado,19232,4933,1,1,Não,11,3,4,80,0,22,3,3,22,17,11,15,Não
59,Misto,818,RH,6,Superior incompleto,Medicina,1,321,2,M,52,3,1,Assistente,3,Casado,2267,25657,8,1,Não,17,3,4,80,0,7,2,2,2,2,2,2,Não
50,Misto,854,Vendas,1,Superior incompleto - cursando,Medicina,1,323,4,F,68,3,5,Gerente,4,Divorciado,19517,24118,3,1,Não,11,3,3,80,1,32,3,2,7,0,0,6,Não
43,Escritório,1034,Vendas,16,Superior completo,Marketing,1,327,4,F,80,3,4,Gerente,4,Casado,16064,7744,5,1,Sim,22,4,3,80,1,22,3,3,17,13,1,9,Não
52,Misto,771,Vendas,2,Superior incompleto - cursando,Ciências das natureza,1,329,1,M,79,2,5,Gerente,3,Solteiro,19068,21030,1,1,Sim,18,3,4,80,0,33,2,4,33,7,15,12,Não
32,Misto,1401,Vendas,4,Superior incompleto,Ciências das natureza,1,330,3,F,56,3,1,Vendedor junior,2,Casado,3931,20990,2,1,Não,11,3,1,80,1,6,5,3,4,3,1,2,Não
39,Escritório,1431,Engenharia,1,Superior incompleto - cursando,Medicina,1,332,3,F,96,3,1,Tecnico,3,Divorciado,2232,15417,7,1,Não,14,3,3,80,3,7,1,3,3,2,1,2,Não
32,Misto,976,Vendas,26,Superior incompleto - cursando,Marketing,1,333,3,M,100,3,2,Vendedo senior,4,Casado,4465,12069,0,1,Não,18,3,1,80,0,4,2,3,3,2,2,2,Não
41,Misto,1411,Engenharia,19,Superior incompleto,Ciências das natureza,1,334,3,M,36,3,2,Engenheiro,1,Divorciado,3072,19877,2,1,Não,16,3,1,80,2,17,2,2,1,0,0,0,Não
40,Misto,1300,Engenharia,24,Superior incompleto,Faculdade Técnica,1,335,1,M,62,3,2,Engenheiro,4,Divorciado,3319,24447,1,1,Não,17,3,1,80,2,9,3,3,9,8,4,7,Não
45,Cliente,252,Engenharia,1,Superior completo,Outros,1,336,3,M,70,4,5,Gerente,4,Casado,19202,15970,0,1,Não,11,3,3,80,1,25,2,3,24,0,1,7,Não
31,Misto,1327,Engenharia,3,Superior incompleto - cursando,Medicina,1,337,2,M,73,3,3,Diretor,3,Divorciado,13675,13523,9,1,Não,12,3,1,80,1,9,3,3,2,2,2,2,Não
33,Misto,832,Engenharia,5,Superior incompleto - cursando,Ciências das natureza,1,338,3,F,63,2,1,Engenheiro,4,Casado,2911,14776,1,1,Não,13,3,3,80,1,2,2,2,2,2,0,2,Não
34,Misto,470,Engenharia,2,Superior incompleto - cursando,Ciências das natureza,1,339,4,M,84,2,2,Supervisor,1,Casado,5957,23687,6,1,Não,13,3,2,80,1,13,3,3,11,9,5,9,Não
37,Cliente,1017,Engenharia,1,Superior incompleto,Medicina,1,340,3,F,83,2,1,Engenheiro,1,Casado,3920,18697,2,1,Não,14,3,1,80,1,17,2,2,3,1,0,2,Não
45,Cliente,1199,Engenharia,7,Superior incompleto - cursando,Ciências das natureza,1,341,1,M,77,4,2,Supervisor,3,Casado,6434,5118,4,1,Não,17,3,4,80,1,9,1,3,3,2,0,2,Não
39,Misto,505,Engenharia,2,Superior incompleto - cursando,Faculdade Técnica,1,343,3,F,64,3,3,Analista,3,Solteiro,10938,6420,0,1,Não,25,4,4,80,0,20,1,3,19,6,11,8,Não
29,Misto,665,Engenharia,15,Superior completo,Ciências das natureza,1,346,3,M,60,3,1,Engenheiro,4,Solteiro,2340,22673,1,1,Não,19,3,1,80,0,6,1,3,6,5,1,5,Não
42,Misto,916,Engenharia,17,Superior incompleto,Ciências das natureza,1,347,4,F,82,4,2,Engenheiro,1,Solteiro,6545,23016,3,1,Sim,13,3,3,80,0,10,1,3,3,2,0,2,Não
29,Misto,1247,Vendas,20,Superior incompleto,Marketing,1,349,4,M,45,3,2,Vendedo senior,4,Divorciado,6931,10732,2,1,Não,14,3,4,80,1,10,2,3,3,2,0,2,Não
25,Misto,685,Engenharia,1,Superior completo,Ciências das natureza,1,350,1,F,62,3,2,Supervisor,3,Casado,4898,7505,0,1,Não,12,3,4,80,2,5,3,3,4,2,1,2,Não
42,Misto,269,Engenharia,2,Superior completo,Medicina,1,351,4,F,56,2,1,Tecnico,1,Divorciado,2593,8007,0,1,Sim,11,3,3,80,1,10,4,3,9,6,7,8,Não
40,Misto,1416,Engenharia,2,Superior incompleto,Medicina,1,352,1,M,49,3,5,Diretor,3,Divorciado,19436,5949,0,1,Não,19,3,4,80,1,22,5,3,21,7,3,9,Não
51,Cliente,833,Engenharia,1,Superior completo,Ciências das natureza,1,353,3,M,96,3,1,Engenheiro,4,Casado,2723,23231,1,1,Não,11,3,2,80,0,1,0,2,1,0,0,0,Não
32,Escritório,1311,Engenharia,7,Superior completo,Ciências das natureza,1,359,2,M,100,4,1,Tecnico,2,Casado,2794,26062,1,1,Não,20,4,3,80,0,5,3,1,5,1,0,3,Não
38,Misto,1327,Vendas,2,Superior incompleto,Ciências das natureza,1,361,4,M,39,2,2,Vendedo senior,4,Casado,5249,19682,3,1,Não,18,3,4,80,1,13,0,3,8,7,7,5,Não
32,Misto,128,Engenharia,2,Médio completo,Faculdade Técnica,1,362,4,M,84,2,2,Tecnico,1,Solteiro,2176,19737,4,1,Não,13,3,4,80,0,9,5,3,6,2,0,4,Não
46,Misto,488,Vendas,2,Superior completo,Faculdade Técnica,1,363,3,F,75,1,4,Gerente,2,Casado,16872,14977,3,1,Sim,12,3,2,80,1,28,2,2,7,7,7,7,Não
29,Misto,1210,Vendas,2,Superior completo,Medicina,1,366,1,M,78,2,2,Vendedo senior,2,Casado,6644,3687,2,1,Não,19,3,2,80,2,10,2,3,0,0,0,0,Não
31,Escritório,1463,Engenharia,23,Superior completo,Medicina,1,367,2,M,64,2,2,Analista,4,Casado,5582,14408,0,1,Não,21,4,2,80,1,10,2,3,9,0,7,8,Não
25,Misto,675,Engenharia,5,Superior incompleto,Ciências das natureza,1,369,2,M,85,4,2,Analista,1,Divorciado,4000,18384,1,1,Não,12,3,4,80,2,6,2,3,6,3,1,5,Não
45,Misto,1385,Engenharia,20,Superior incompleto,Medicina,1,372,3,M,79,3,4,Analista,4,Casado,13496,7501,0,1,Sim,14,3,2,80,0,21,2,3,20,7,4,10,Não
36,Misto,1403,Engenharia,6,Superior completo,Ciências das natureza,1,373,4,M,47,3,1,Tecnico,4,Casado,3210,20251,0,1,Não,11,3,3,80,1,16,4,3,15,13,10,11,Não
55,Misto,452,Engenharia,1,Superior completo,Medicina,1,374,4,M,81,3,5,Gerente,1,Solteiro,19045,18938,0,1,Sim,14,3,3,80,0,37,2,3,36,10,4,13,Não
28,Misto,1158,Engenharia,9,Superior completo,Medicina,1,377,4,M,94,3,1,Engenheiro,4,Casado,2070,2613,1,1,Não,23,4,4,80,1,5,3,2,5,2,0,4,Não
37,Misto,228,Vendas,6,Superior incompleto - cursando,Medicina,1,378,3,M,98,3,2,Vendedo senior,4,Casado,6502,22825,4,1,Não,14,3,2,80,1,7,5,4,5,4,0,1,Não
21,Escritório,996,Engenharia,3,Superior incompleto,Medicina,1,379,4,M,100,2,1,Engenheiro,3,Solteiro,3230,10531,1,1,Não,17,3,1,80,0,3,4,4,3,2,1,0,Não
37,Misto,728,Engenharia,1,Superior incompleto - cursando,Medicina,1,380,1,F,80,3,3,Diretor,4,Divorciado,13603,11677,2,1,Sim,18,3,1,80,2,15,2,3,5,2,0,2,Não
35,Misto,1315,Engenharia,22,Superior completo,Ciências das natureza,1,381,2,F,71,4,3,Gerente,2,Divorciado,11996,19100,7,1,Não,18,3,2,80,1,10,6,2,7,7,6,2,Não
38,Cliente,322,Vendas,7,Superior incompleto,Medicina,1,382,1,F,44,4,2,Vendedo senior,1,Divorciado,5605,19191,1,1,Sim,24,4,3,80,1,8,3,3,8,0,7,7,Não
26,Misto,1479,Engenharia,1,Superior completo,Ciências das natureza,1,384,3,F,84,3,2,Supervisor,2,Divorciado,6397,26767,1,1,Não,20,4,1,80,1,6,6,1,6,5,1,4,Não
50,Misto,797,Engenharia,4,Médio completo,Ciências das natureza,1,385,1,M,96,3,5,Diretor,2,Divorciado,19144,15815,3,1,Não,14,3,1,80,2,28,4,2,10,4,1,6,Não
53,Misto,1070,Engenharia,3,Superior incompleto - cursando,Medicina,1,386,3,M,45,3,4,Diretor,3,Casado,17584,21016,3,1,Sim,16,3,4,80,3,21,5,2,5,3,1,3,Não
42,Cliente,635,Vendas,1,Médio completo,Ciências das natureza,1,387,2,M,99,3,2,Vendedo senior,3,Casado,4907,24532,1,1,Não,25,4,3,80,0,20,3,3,20,16,11,6,Não
29,Misto,442,Vendas,2,Superior incompleto,Ciências das natureza,1,388,2,M,44,3,2,Vendedo senior,4,Solteiro,4554,20260,1,1,Não,18,3,1,80,0,10,3,2,10,7,0,9,Não
55,Cliente,147,Engenharia,20,Superior incompleto,Faculdade Técnica,1,389,2,M,37,3,2,Tecnico,4,Casado,5415,15972,3,1,Sim,19,3,4,80,1,12,4,3,10,7,0,8,Não
26,Misto,496,Engenharia,11,Superior incompleto,Medicina,1,390,1,M,60,3,2,Analista,1,Casado,4741,22722,1,1,Sim,13,3,3,80,1,5,3,3,5,3,3,3,Não
37,Misto,1372,Engenharia,1,Superior completo,Ciências das natureza,1,391,4,F,42,3,1,Engenheiro,4,Solteiro,2115,15881,1,1,Não,12,3,2,80,0,17,3,3,17,12,5,7,Não
38,Misto,688,Engenharia,23,Superior incompleto - cursando,Ciências das natureza,1,393,4,M,82,3,2,Analista,4,Divorciado,5745,18899,9,1,Não,14,3,2,80,1,10,2,3,2,2,1,2,Não
28,Cliente,1117,Engenharia,8,Superior incompleto,Ciências das natureza,1,395,4,F,66,3,1,Engenheiro,4,Solteiro,3310,4488,1,1,Não,21,4,4,80,0,5,3,3,5,3,0,2,Não
49,Misto,636,Engenharia,10,Superior incompleto - cursando,Ciências das natureza,1,396,3,F,35,3,5,Diretor,1,Solteiro,18665,25594,9,1,Sim,11,3,4,80,0,22,4,3,3,2,1,2,Não
36,Cliente,506,Engenharia,3,Superior completo,Faculdade Técnica,1,397,3,M,30,3,2,Engenheiro,2,Solteiro,4485,26285,4,1,Não,12,3,4,80,0,10,2,3,8,0,7,7,Não
31,Cliente,444,Vendas,5,Superior completo,Marketing,1,399,4,F,84,3,1,Vendedor junior,2,Divorciado,2789,3909,1,1,Não,11,3,3,80,1,2,5,2,2,2,2,2,Não
37,Cliente,889,Engenharia,9,Superior completo,Medicina,1,403,2,M,53,3,1,Engenheiro,4,Casado,2326,11411,1,1,Sim,12,3,3,80,3,4,3,2,4,2,1,2,Não
42,Misto,555,Vendas,26,Superior completo,Marketing,1,404,3,F,77,3,4,Vendedo senior,2,Casado,13525,14864,5,1,Não,14,3,4,80,1,23,2,4,20,4,4,8,Não
35,Cliente,1232,Vendas,16,Superior completo,Marketing,1,406,3,M,96,3,3,Vendedo senior,2,Casado,8020,5100,0,1,Não,15,3,3,80,2,12,3,2,11,9,6,9,Não
36,Misto,566,Engenharia,18,Superior incompleto - cursando,Ciências das natureza,1,407,3,M,81,4,1,Tecnico,4,Casado,3688,7122,4,1,Não,18,3,4,80,2,4,2,3,1,0,0,0,Não
51,Misto,1302,Engenharia,2,Superior completo,Medicina,1,408,4,M,84,1,2,Supervisor,2,Divorciado,5482,16321,5,1,Não,18,3,4,80,1,13,3,3,4,1,1,2,Não
41,Misto,334,Vendas,2,Superior incompleto - cursando,Ciências das natureza,1,410,4,M,88,3,4,Gerente,2,Solteiro,16015,15896,1,1,Não,19,3,2,80,0,22,2,3,22,10,0,4,Não
18,Misto,812,Vendas,10,Superior completo,Medicina,1,411,4,F,69,2,1,Vendedor junior,3,Solteiro,1200,9724,1,1,Não,12,3,1,80,0,0,2,3,0,0,0,0,Não
28,Misto,1476,Engenharia,16,Superior incompleto,Medicina,1,412,2,M,68,4,2,Analista,1,Solteiro,5661,4824,0,1,Não,19,3,3,80,0,9,2,3,8,3,0,7,Não
31,Misto,218,Vendas,7,Superior completo,Faculdade Técnica,1,416,2,M,100,4,2,Vendedo senior,4,Casado,6929,12241,4,1,Não,11,3,2,80,1,10,3,2,8,7,7,7,Não
39,Escritório,1132,Engenharia,1,Superior completo,Medicina,1,417,3,M,48,4,3,Analista,4,Divorciado,9613,10942,0,1,Não,17,3,1,80,3,19,5,2,18,10,3,7,Não
36,Misto,1105,Engenharia,24,Superior incompleto - cursando,Ciências das natureza,1,419,2,F,47,3,2,Tecnico,2,Casado,5674,6927,7,1,Não,15,3,3,80,1,11,3,3,9,8,0,8,Não
32,Misto,906,Vendas,7,Superior completo,Ciências das natureza,1,420,4,M,91,2,2,Vendedo senior,3,Casado,5484,16985,1,1,Não,14,3,3,80,1,13,3,2,13,8,4,8,Não
38,Escritório,849,Engenharia,25,Superior incompleto,Ciências das natureza,1,421,1,F,81,2,3,Diretor,2,Casado,12061,26707,3,1,Não,17,3,3,80,1,19,2,3,10,8,0,1,Não
58,Misto,390,Engenharia,1,Superior incompleto - cursando,Ciências das natureza,1,422,4,M,32,1,2,Analista,3,Divorciado,5660,17056,2,1,Sim,13,3,4,80,1,12,2,3,5,3,1,2,Não
31,Misto,691,Engenharia,5,Superior incompleto - cursando,Faculdade Técnica,1,423,3,M,86,3,1,Engenheiro,4,Casado,4821,10077,0,1,Sim,12,3,3,80,1,6,4,3,5,2,0,3,Não
31,Cliente,106,RH,2,Superior completo,Ciências humanas,1,424,1,M,62,2,2,Assistente,1,Casado,6410,17822,3,1,Não,12,3,4,80,0,9,1,3,2,2,1,0,Não
45,Misto,1249,Engenharia,7,Superior completo,Ciências das natureza,1,425,1,M,97,3,3,Tecnico,1,Divorciado,5210,20308,1,1,Não,18,3,1,80,1,24,2,3,24,9,9,11,Não
31,Cliente,192,Engenharia,2,Superior incompleto - cursando,Ciências das natureza,1,426,3,M,32,3,1,Engenheiro,4,Divorciado,2695,7747,0,1,Sim,18,3,2,80,1,3,2,1,2,2,2,2,Não
33,Misto,553,Engenharia,5,Superior incompleto - cursando,Ciências das natureza,1,428,4,F,74,3,3,Gerente,2,Casado,11878,23364,6,1,Não,11,3,2,80,2,12,2,3,10,6,8,8,Não
39,Cliente,117,Engenharia,10,Médio completo,Medicina,1,429,3,M,99,3,4,Gerente,1,Casado,17068,5355,1,1,Sim,14,3,4,80,0,21,3,3,21,9,11,10,Não
43,Misto,185,Engenharia,10,Superior incompleto - cursando,Ciências das natureza,1,430,3,F,33,3,1,Tecnico,4,Solteiro,2455,10675,0,1,Não,19,3,1,80,0,9,5,3,8,7,1,7,Não
49,Misto,1091,Engenharia,1,Superior incompleto,Faculdade Técnica,1,431,3,F,90,2,4,Analista,3,Solteiro,13964,17810,7,1,Sim,12,3,4,80,0,25,2,3,7,1,0,7,Não
27,Misto,1220,Engenharia,5,Superior completo,Ciências das natureza,1,434,3,F,85,3,1,Engenheiro,2,Solteiro,2478,20938,1,1,Sim,12,3,2,80,0,4,2,2,4,3,1,2,Não
32,Misto,588,Vendas,8,Superior incompleto,Faculdade Técnica,1,436,3,F,65,2,2,Vendedo senior,2,Casado,5228,24624,1,1,Sim,11,3,4,80,0,13,2,3,13,12,11,9,Não
27,Misto,1377,Vendas,2,Superior completo,Ciências das natureza,1,437,4,M,74,3,2,Vendedo senior,3,Solteiro,4478,5242,1,1,Sim,11,3,1,80,0,5,3,3,5,4,0,4,Não
31,Misto,691,Vendas,7,Superior completo,Marketing,1,438,4,M,73,3,2,Vendedo senior,4,Divorciado,7547,7143,4,1,Não,12,3,4,80,3,13,3,3,7,7,1,7,Não
